,Signal_Upper,coverage_naive,coverage_split50,coverage_split67,coverage_split33,coverage_posi50,coverage_posi67,coverage_posi33,length_naive,length_split50,length_split67,length_split33,length_posi50,length_posi67,length_posi33,nnz_naive,nnz_split50,nnz_split67,nnz_split33,nnz_posi50,nnz_posi67,nnz_posi33,tp_naive,tp_split50,tp_split67,tp_split33,tp_posi50,tp_posi67,tp_posi33,tn_naive,tn_split50,tn_split67,tn_split33,tn_posi50,tn_posi67,tn_posi33,fp_naive,fp_split50,fp_split67,fp_split33,fp_posi50,fp_posi67,fp_posi33,fn_naive,fn_split50,fn_split67,fn_split33,fn_posi50,fn_posi67,fn_posi33,posttp_naive,posttp_split50,posttp_split67,posttp_split33,posttp_posi50,posttp_posi67,posttp_posi33,posttn_naive,posttn_split50,posttn_split67,posttn_split33,posttn_posi50,posttn_posi67,posttn_posi33,postfp_naive,postfp_split50,postfp_split67,postfp_split33,postfp_posi50,postfp_posi67,postfp_posi33,postfn_naive,postfn_split50,postfn_split67,postfn_split33,postfn_posi50,postfn_posi67,postfn_posi33,msetarget_naive,msetarget_split50,msetarget_split67,msetarget_split33,msetarget_posi50,msetarget_posi67,msetarget_posi33,msetruth_naive,msetruth_split50,msetruth_split67,msetruth_split33,msetruth_posi50,msetruth_posi67,msetruth_posi33,runtime_naive,runtime_split50,runtime_split67,runtime_split33,runtime_posi50,runtime_posi67,runtime_posi33,postcoverage_naive,postcoverage_split50,postcoverage_split67,postcoverage_split33,postcoverage_posi50,postcoverage_posi67,postcoverage_posi33,cseed
20,0.2,0.7,1.0,1.0,0.9552238805970149,0.7916666666666666,1.0,0.9452054794520548,10.222598443818663,15.349643186640222,19.41820322399972,13.767863574201035,14.269458285147422,17.97194163667725,12.849040798160363,10,34,34,67,48,15,73,0,8,4,12,8,5,9,78,62,58,33,48,78,24,10,26,30,55,40,10,64,12,4,8,0,4,7,3,0,1,0,2,1,0,0,85,88,88,85,79,88,85,3,0,0,3,9,0,3,12,11,12,10,11,12,12,16.187906967436806,13.863523458935711,15.43968643745529,12.272980906148694,25.875603578455642,18.057100975030657,10.91284630379696,2.516815331842983,4.722269406619063,5.651692414482889,8.222897207119624,12.360754819607035,2.8035123100956016,8.015265566756996,0.1490967150311917,1.8826005379669368,4.259572468930855,12.640861314954236,20483.93087345292,1537.2856091170106,41616.589140755124,0.07,0.34,0.34,0.64,0.38,0.15,0.69,2006
21,0.2,0.75,0.8604651162790697,0.9090909090909091,0.8833333333333333,0.9047619047619048,0.8787878787878788,0.8571428571428571,10.274232282506091,15.583455959445171,18.273037613819497,13.607906158180354,14.384682692167855,17.09681561316326,12.056632334030423,8,43,22,60,42,33,70,8,8,3,8,8,8,12,88,53,69,36,54,63,30,0,35,19,52,34,25,58,4,4,9,4,4,4,0,3,3,1,2,0,1,3,88,83,87,84,85,86,81,0,5,1,4,3,2,7,9,9,11,10,12,11,9,21.208758609614947,24.944190966133828,34.25292671683871,15.532973683945642,16.677134648454736,24.724603352715057,14.538645938939847,1.8064654799008453,10.7975558483313,9.003696267385351,9.6450471127959,7.114326326360267,8.25115265861035,10.177052157257894,0.23828473780304193,1.4993389809969813,0.636046689003706,6.604231456061825,13906.642921166029,19158.404071650002,30313.1107817851,0.06,0.37,0.2,0.53,0.38,0.29,0.6,2007
22,0.2,0.7741935483870968,0.9245283018867925,0.9152542372881356,0.8367346938775511,0.9113924050632911,0.8974358974358975,0.7068965517241379,10.489127910520635,16.226541093680005,21.24157921229304,13.436951395579367,13.976378512295557,16.22549931353943,12.221632526633273,31,53,59,49,79,39,58,5,12,8,9,12,9,3,62,47,37,48,21,58,33,26,41,51,40,67,30,55,7,0,4,3,0,3,9,3,1,2,2,2,2,0,82,84,85,80,81,84,70,6,4,3,8,7,4,18,9,11,10,10,10,10,12,15.664260033140469,19.35080885997484,34.090795256462286,21.066451172800658,18.814113995329926,26.222810861147554,25.679056815768195,4.986833979442736,10.255928695786668,19.816897647928833,10.351968968684849,14.863150056310637,10.22008129362453,16.785833362073568,1.7342887830454856,4.794087959919125,9.515062252059579,7.772143382811919,47821.21097852499,13204.281042654067,13851.038466599071,0.25,0.49,0.54,0.41,0.72,0.35,0.4,2008
23,0.2,0.9166666666666666,0.8947368421052632,1.0,0.953125,0.9,0.8636363636363636,0.7894736842105263,10.228258358151942,16.138089725041,19.12170265973885,13.71464772182112,13.915200344624264,17.652633183640955,12.03732270597938,12,57,24,64,50,22,76,8,8,5,8,12,3,5,84,39,69,32,50,69,17,4,49,19,56,38,19,71,4,4,7,4,0,9,7,3,1,1,1,3,0,2,88,83,88,86,84,85,73,0,5,0,2,4,3,15,9,11,11,11,9,12,10,12.150047374757861,24.532621866319822,17.05633954063041,12.234584119159727,21.793668622911873,31.442378948970394,15.245566673339946,1.596663722614049,14.592316407569495,4.584614099288029,8.070350017054565,10.896834311455939,7.5639337631220975,12.03466662054012,1.0512460800237022,5.838301109033637,5.447875424986705,12.476358352985699,29123.775992901996,5491.8221381600015,19174.41737608699,0.11,0.51,0.24,0.61,0.45,0.19,0.6,2009
24,0.2,0.6923076923076923,0.9428571428571428,0.8666666666666667,0.8333333333333334,0.8666666666666667,0.9736842105263158,0.8701298701298701,10.308897912282593,15.251164884323611,19.805906964312417,13.979267072091998,14.842774147155163,17.340051556600205,12.482878052546846,13,35,45,72,15,38,77,0,9,5,8,0,5,8,75,62,48,24,73,55,19,13,26,40,64,15,33,69,12,3,7,4,12,7,4,0,0,1,1,0,1,2,85,86,83,77,86,88,77,3,2,5,11,2,0,11,12,12,11,11,12,11,10,18.771321703944363,15.335970428479982,44.03439339061733,19.969096791615442,22.433177559007405,19.077123603382255,14.99033186877257,3.116434547945457,5.363400099100666,19.65607781175333,14.40579238008581,4.228358641818209,7.40504358663333,11.826799267447676,0.2542675018776208,1.924949413863942,5.105558195151389,17.459904964081943,1271.6291161570698,11435.185865954962,46928.977055808995,0.1,0.33,0.4,0.6,0.13,0.38,0.66,2010
25,0.2,1.0,0.975,0.9375,0.9523809523809523,0.921875,0.8409090909090909,0.8351648351648352,10.372348484824835,15.665797636207191,20.599420440224936,13.751479163099322,13.91957385933908,16.606676516793666,12.442791000817405,5,40,48,63,64,44,91,5,9,12,9,8,5,9,88,57,52,34,32,49,6,0,31,36,54,56,39,82,7,3,0,3,4,7,3,2,0,0,2,1,0,2,88,88,85,85,83,83,76,0,0,3,3,5,5,12,10,12,12,10,11,12,10,12.259052413534354,12.761675597593403,31.60960541668453,13.826998363373638,16.09421846001413,28.066463983847118,17.671818790539895,0.7269582479475658,5.10285560230756,15.172610600008577,8.734366798312138,10.26821477141556,12.192629073416079,16.166193619747876,0.794669667026028,3.3018254870548844,8.411282127955928,12.455701550003141,34213.88678009808,17845.303922120947,17034.45215445687,0.05,0.39,0.45,0.6,0.59,0.38,0.76,2011
26,0.2,0.8333333333333334,0.8679245283018868,0.8823529411764706,0.948051948051948,0.8301886792452831,0.896551724137931,0.8,10.29234830155035,15.931070424545599,18.011782331055542,14.061621787034069,14.212577370983585,17.11834982148174,12.173991735135434,12,53,17,77,53,29,85,5,8,0,12,8,8,7,81,43,71,23,43,67,10,7,45,17,65,45,21,78,7,4,12,0,4,4,5,2,1,0,0,2,1,0,86,81,86,84,77,86,72,2,7,2,4,11,2,16,10,11,12,12,10,11,12,14.367635008514544,21.69486133824107,26.18164592947553,13.447482436301563,23.142890849979835,32.33238234649507,16.003962540259856,1.8481508094862522,11.838530193813346,5.6199502307747675,10.354561475952202,12.645031046882064,9.491279733784626,14.360907152168034,0.31421622005291283,4.754723883001134,0.7659938130527735,16.650950895855203,23330.666186738992,8289.581681873882,38622.27344523114,0.1,0.46,0.15,0.73,0.42,0.26,0.69,2012
27,0.2,0.8636363636363636,0.9423076923076923,0.8695652173913043,0.8979591836734694,0.8571428571428571,0.8870967741935484,0.8536585365853658,10.359738342466434,15.93118851171496,18.695632500916034,13.410805606080945,14.454373640735028,16.92621584868769,12.441064832494222,22,52,23,49,42,62,82,5,0,5,4,0,5,12,71,36,70,43,46,31,18,17,52,18,45,42,57,70,7,12,7,8,12,7,0,3,0,2,0,0,0,1,85,83,85,84,80,82,78,3,5,3,4,8,6,10,9,12,10,12,12,12,11,13.135676479867985,21.19446593798964,34.030815285225465,15.223282481699025,24.06937553243483,26.945032750682028,15.833305567148914,2.9845142871663484,12.486107638391577,7.975033201726462,7.874674915439092,11.497663299772974,16.822731185641615,12.983310565062112,0.10230574407614768,0.14952610689215362,0.0932279690168798,0.1510699859354645,4021.3039679429494,7111.300163269043,5556.207119402941,0.19,0.47,0.2,0.45,0.34,0.56,0.7,2013
28,0.2,,0.9166666666666666,1.0,0.9782608695652174,0.967741935483871,0.9047619047619048,0.797752808988764,,15.320049947003547,18.155735464878017,13.362313097768018,14.802157510528074,17.635844456762502,12.401557380616815,0,36,16,46,31,21,89,0,12,8,4,8,3,8,88,64,80,46,65,70,7,0,24,8,42,23,18,81,12,0,4,8,4,9,4,0,2,0,0,0,1,2,88,87,88,87,87,86,71,0,1,0,1,1,2,17,12,10,12,12,12,11,10,,14.823900722420296,5.652809875721709,8.263958594046189,13.00585237534234,19.810197600339794,17.146909273680386,0.7483401552230651,5.336604260071307,1.1497305513496112,4.534531700403362,4.190533290584817,4.823490764015325,15.65849950601805,0.2832864800002426,1.4003701398614794,0.5559303318150342,4.164360086899251,8005.157368520042,3655.0573867459316,53222.213342594914,0.88,0.33,0.16,0.45,0.3,0.19,0.71,2014
29,0.2,0.8,0.8529411764705882,0.9473684210526315,0.9142857142857143,0.8620689655172413,0.9285714285714286,0.864406779661017,10.132707640550777,15.421636548581478,18.256915481098655,13.888312669854722,14.046304628207489,16.971629860845294,12.147924803920127,5,34,19,70,29,28,59,5,0,9,4,8,5,9,88,54,78,22,67,65,38,0,34,10,66,21,23,50,7,12,3,8,4,7,3,1,0,1,0,1,0,2,88,83,88,81,85,86,82,0,5,0,7,3,2,6,11,12,11,12,11,12,10,15.432461827072473,23.774880411344938,27.892170999007742,15.813609386820215,31.759097133486982,18.773772331356195,16.749508391968458,1.0284853239815503,9.13779039309765,5.428392341893381,11.439352983544403,9.63704520125246,5.408759533995071,9.960409135858567,0.2321668448857963,0.20297136390581727,0.1846708150114864,0.20207122387364507,328.6096475839149,521.3609883280005,7480.836466114037,0.04,0.29,0.18,0.63,0.25,0.26,0.51,2015
30,0.2,0.9,0.9,0.92,0.9111111111111111,0.8787878787878788,0.8947368421052632,0.9365079365079365,10.130890165158794,15.430342917289789,18.771689071850584,13.212867874326225,14.427559208711514,16.77327468819457,12.21823975547668,10,40,25,45,33,19,63,5,5,5,7,5,5,8,83,53,68,50,60,74,33,5,35,20,38,28,14,55,7,7,7,5,7,7,4,2,0,0,1,0,2,2,87,84,86,85,84,88,84,1,4,2,3,4,0,4,10,12,12,11,12,10,10,9.922992596672108,22.739673166633104,23.100272340585427,13.855258465330891,21.08813099573046,34.77039919004566,13.781437778101692,1.1163871103720724,8.886295361309804,6.055391875505823,7.236015391920681,7.27515701825835,6.7327649053548555,8.773452944731273,0.6541047599166632,5.597105560824275,3.1399151149671525,5.79846177296713,553.0715067628771,115.12290061009116,24224.82965291408,0.09,0.35,0.23,0.41,0.29,0.17,0.59,2016
31,0.2,0.7222222222222222,0.8775510204081632,0.8333333333333334,0.82,0.8363636363636363,0.782608695652174,0.8529411764705882,10.385783462690723,15.811269004486036,18.761578533353145,13.381258152753176,13.675895013838204,17.038387912027154,12.321745773456305,18,49,18,50,55,23,68,3,9,3,8,12,8,12,73,48,73,46,45,73,32,15,40,15,42,43,15,56,9,3,9,4,0,4,0,1,0,0,1,3,2,1,84,82,85,81,82,83,81,4,6,3,7,6,5,7,11,12,12,11,9,10,11,28.416965104857763,29.05081918196979,34.501649609420625,24.76028030569295,22.71994245644616,43.70104960543551,21.482607464358946,5.853137367403203,14.258767435385062,6.9287833427818555,12.565250675077971,12.49596835104539,10.363336032151862,14.608173075764089,0.11877639801241457,0.34865230694413185,0.303882161853835,0.5730790109373629,1154.5309369990136,407.6231906709727,7400.1338518639095,0.13,0.43,0.15,0.41,0.46,0.17,0.58,2017
32,0.2,0.7083333333333334,0.8636363636363636,0.9090909090909091,0.9186046511627907,0.8356164383561644,0.8846153846153846,0.8045977011494253,10.441610779007524,16.52140618468797,21.191468222185758,14.262562707922262,13.956123590687268,17.024412424599763,12.00174111060137,24,66,55,86,73,52,87,4,9,5,12,9,9,3,68,31,38,14,24,45,4,20,57,50,74,64,43,84,8,3,7,0,3,3,9,1,2,0,4,1,3,0,83,80,84,83,78,84,72,5,8,4,5,10,4,16,11,10,12,8,11,9,12,19.48387555242098,27.010117004411246,35.31858256707986,18.80651329720955,21.114619407414178,31.3621404439898,19.359441899675396,5.32929953198038,17.68929463579641,19.502048141838046,16.17360143560021,15.47600984893253,16.327247925796595,16.894567257298473,0.5009644131641835,1.782771015074104,1.8677030538674444,2.499562565004453,11659.169218209106,5133.195022510132,2961.9381201108918,0.17,0.57,0.51,0.79,0.61,0.46,0.71,2018
33,0.2,0.875,0.9565217391304348,0.9375,0.9253731343283582,0.8666666666666667,1.0,0.8450704225352113,10.221638326315935,15.914101866581065,18.40082450933496,13.771008784281037,14.825020674007229,17.42596753761097,12.23768219000332,8,46,16,67,15,39,71,8,12,8,8,8,8,9,88,54,80,29,81,57,26,0,34,8,59,7,31,62,4,0,4,4,4,4,3,2,1,1,2,3,0,2,88,86,88,84,87,88,78,0,2,0,4,1,0,10,10,11,11,10,9,12,10,11.186148310792674,14.754918517335923,19.357703846402693,13.279464567143952,19.97800886534202,18.01924880073384,14.397992455145568,1.0467692630649552,6.787262517974522,2.996567400091568,9.026747822722486,3.1516365418440513,7.212681825486441,10.202263805341229,0.3487401020247489,4.218494183849543,1.5772930630482733,13.670175038976595,424.21839947695844,10707.682610987918,43561.56212196103,0.06,0.44,0.15,0.62,0.13,0.39,0.6,2019
34,0.2,0.7894736842105263,0.9354838709677419,0.9130434782608695,0.8955223880597015,0.8771929824561403,0.9411764705882353,0.9285714285714286,10.30138417461492,15.411895439233014,18.615935580471472,13.825358191319921,13.759535190869038,17.31251907930174,12.521937711092326,19,31,23,67,57,17,70,4,0,4,4,9,4,9,73,57,69,25,40,75,27,15,31,19,63,48,13,61,8,12,8,8,3,8,3,2,0,1,2,1,0,1,85,86,87,81,82,88,85,3,2,1,7,6,0,3,10,12,11,10,11,12,11,20.338920792690697,20.45448864557614,39.804819357338516,20.272168106197142,16.37428991821565,24.593658764184195,14.05876453291373,4.459181144860794,7.09848830286379,9.34088254484636,14.555893466976988,9.283875209309079,4.653220383749977,9.822875669811237,1.307593755889684,2.0596144110895693,3.144215259933844,8.68499795999378,28322.907545464113,2225.1797281040344,18038.465319631854,0.15,0.29,0.22,0.59,0.5,0.17,0.65,2020
35,0.2,0.8421052631578947,0.8809523809523809,0.8888888888888888,0.9166666666666666,0.9361702127659575,0.875,0.8395061728395061,10.31399130111243,15.48679527045293,19.075765721268656,13.022238549313933,14.592691592930246,17.506297691479592,12.497653708283453,19,42,27,36,47,24,81,9,4,4,0,3,9,12,78,50,65,52,44,73,19,10,38,23,36,44,15,69,3,8,8,12,9,3,0,3,0,2,0,0,0,2,86,84,86,85,85,86,76,2,4,2,3,3,2,12,9,12,10,12,12,12,10,16.59778225937527,22.26072363282941,39.521801935131855,13.978826394972186,17.772610657549336,31.760384853481412,18.58088116057132,3.189981499107925,9.913535814362941,12.147557359653547,5.923060717469006,8.852719230267164,7.646580648035373,15.05051374006277,0.40324397990480065,0.9094847589731216,0.3213119830470532,0.8628415539860725,23901.623678180156,7229.091625954956,20335.462800547015,0.16,0.37,0.23,0.33,0.44,0.21,0.68,2021
36,0.2,0.875,0.9454545454545454,1.0,0.9,0.8245614035087719,0.92,0.8333333333333334,10.240663669755858,16.208071105321554,18.271137865739888,13.328642672822447,13.93741696282168,17.655339019842653,12.676776691391842,8,55,18,50,57,25,60,8,8,8,9,8,8,12,88,41,78,47,39,71,40,0,47,10,41,49,17,48,4,4,4,3,4,4,0,4,1,0,1,1,1,5,88,85,88,83,79,87,82,0,3,0,5,9,1,6,8,11,12,11,11,11,7,9.45200379182933,20.974444621742656,11.522325528952296,15.243399969265068,24.022706019132336,44.9202263479986,18.59166446330003,0.8793040379145585,11.900770987473175,2.2144889358795554,7.6196533933283295,13.786371677148711,11.411017157172587,11.154998677980018,0.2972996288444847,1.7482318470720202,0.6212320087943226,1.4769536359235644,8391.478035649983,1221.3245647940785,7040.219340807991,0.07,0.51,0.18,0.45,0.47,0.23,0.5,2022
37,0.2,0.7777777777777778,0.9137931034482759,0.9166666666666666,0.9393939393939394,0.8387096774193549,0.9166666666666666,0.8970588235294118,10.307331124680372,16.23721498302463,18.468819552916116,13.812570433452727,14.13629880018646,17.831761363563857,12.307605592996802,18,58,24,66,31,24,68,4,12,9,4,4,0,4,74,42,73,26,61,64,24,14,46,15,62,27,24,64,8,0,3,8,8,12,8,1,1,0,0,0,0,0,84,85,86,84,84,86,79,4,3,2,4,4,2,9,11,11,12,12,12,12,12,15.59584527658896,22.802744631393047,23.14744751745119,14.291550212533517,22.120923749520482,25.274900791873637,14.542547068051269,3.5451356934146827,13.225591886207972,5.697659703574264,9.982083957296007,7.718272963181772,6.8844541802759665,10.744046113000161,0.2723195180296898,6.0364066699985415,3.7944202930666506,10.437468935968354,7917.0696851641405,6438.916913995054,41652.94712052611,0.14,0.53,0.22,0.62,0.27,0.22,0.59,2023
38,0.2,0.6,0.8048780487804879,0.8536585365853658,0.8961038961038961,0.9111111111111111,0.868421052631579,0.8170731707317073,10.320118088259177,15.747102577624133,19.767418186474806,14.182181019239351,13.811379583100102,17.29483829047198,12.320515506325442,10,41,41,77,45,38,82,5,9,5,9,8,0,12,83,56,52,20,51,50,18,5,32,36,68,37,38,70,7,3,7,3,4,12,0,4,1,1,2,2,0,4,85,81,83,82,85,83,75,3,7,5,6,3,5,13,8,11,11,10,10,12,8,29.68062320383317,33.552310118946444,52.419065489920534,20.05060499658956,22.872877009222996,30.905490537537823,20.674691660485145,3.080217019895053,13.741729859380467,21.34690924008878,15.474051245144938,10.3046917391702,12.74572350794214,16.95324716159782,0.29244264611043036,3.7979748570360243,6.06360042700544,10.460996055044234,22910.974740749924,14562.637629358796,18587.530323264888,0.06,0.33,0.35,0.69,0.41,0.33,0.67,2024
39,0.2,0.8,0.8867924528301887,0.9545454545454546,0.9444444444444444,0.8571428571428571,0.9,0.8571428571428571,10.330366128249219,15.948502065129285,20.171730878416128,14.002785468520074,14.21664964572594,17.277547686211307,12.049024503429196,15,53,44,72,56,40,70,0,9,4,3,5,5,9,73,44,48,19,37,53,27,15,44,40,69,51,35,61,12,3,8,9,7,7,3,0,0,1,0,0,0,2,85,82,87,84,80,84,79,3,6,1,4,8,4,9,12,12,11,12,12,12,10,20.188272340960754,21.72099322982413,43.15582668126585,16.197307409473545,22.428753451811566,27.458307479608578,22.16487211017283,3.65034610376514,11.599789726275882,18.8722175803138,12.336110232382868,12.710760185156035,11.226784966610163,15.618636441014802,1.80166898900643,6.962474891915917,7.819826529826969,14.054941965965554,26120.224624743918,17609.623212575214,25229.657745564822,0.12,0.47,0.42,0.68,0.48,0.36,0.61,2025
40,0.2,0.8823529411764706,0.8888888888888888,0.9090909090909091,0.7872340425531915,0.925,0.9166666666666666,0.8787878787878788,10.283553290328584,15.227339608492445,18.639132903777753,13.378982268666638,14.567418911581905,18.188582318162066,12.326825369059183,17,27,22,47,40,12,66,5,5,5,0,8,0,5,76,66,71,41,56,76,27,12,22,17,47,32,12,61,7,7,7,12,4,12,7,2,1,1,0,3,0,2,86,85,87,79,86,87,80,2,3,1,9,2,1,8,10,11,11,12,9,12,10,14.629624678330702,24.186034849668125,34.122708729269405,23.169020277281746,17.084778911762847,27.493523632608948,15.714494567966309,2.7567008094214565,6.53754714199655,7.506717146410689,11.896332647304657,7.145506442819287,3.9018764387229043,10.511034091170366,0.6227876819903031,1.7778304729727097,2.6194127140333876,7.509863451006822,16375.685494829027,3856.3138726620236,25772.397908810002,0.15,0.24,0.2,0.38,0.37,0.11,0.57,2026
41,0.2,0.8,0.9154929577464789,0.8,0.9180327868852459,0.9090909090909091,0.875,0.8857142857142857,10.263062991012294,16.96584224369736,18.420062873023937,13.735783911422484,14.04615451036377,17.480162273116665,12.442433520762572,5,71,15,61,22,24,70,5,9,5,7,12,9,9,88,26,78,34,78,73,27,0,62,10,54,10,15,61,7,3,7,5,0,3,3,1,2,2,1,2,1,2,88,84,86,83,87,85,82,0,4,2,5,1,3,6,11,10,10,11,10,11,10,14.821297207831968,21.918993383771607,29.125448073553414,16.445686962374467,15.532292286656588,32.17789613002702,16.137728925141083,0.8539651259502765,15.709916167254988,4.399610630147091,10.654361686052065,3.4171043030644515,7.695758790563018,11.24848002013146,0.26157585601322353,9.346540642902255,1.8842308560851961,9.799378586001694,3352.133445259882,5051.849577424815,44191.35588913108,0.04,0.65,0.13,0.56,0.2,0.2,0.62,2027
42,0.2,0.8421052631578947,0.8717948717948718,0.9459459459459459,0.8846153846153846,0.9,0.9565217391304348,0.8604651162790697,10.322670252363652,15.323321653150765,19.65213448131598,13.471965548194676,14.444133829699647,17.929693083945487,12.248342147534691,19,39,37,52,50,23,86,4,12,4,3,12,4,9,73,61,55,39,50,69,11,15,27,33,49,38,19,77,8,0,8,9,0,8,3,2,2,1,0,1,1,0,86,84,85,81,86,88,77,2,4,3,7,2,0,11,10,10,11,12,11,11,12,13.061686706233123,29.362528308202457,36.12505137258437,17.769121592908792,18.107111852394727,22.528707861309826,14.824624028251996,3.1128054452602267,11.451386040198958,14.16424531296044,10.773466857174592,9.053555926197362,5.596902720677336,12.783959735398408,0.3158874190412462,1.8025413879659027,1.6115987908560783,4.0664021340198815,25940.633885103976,4877.828974793898,20842.691314642085,0.17,0.34,0.33,0.45,0.45,0.22,0.74,2028
43,0.2,0.6923076923076923,0.8793103448275862,0.9444444444444444,0.896551724137931,0.8163265306122449,0.75,0.8260869565217391,10.208745939493562,16.166449692722917,18.940650181121725,13.641588076879096,14.18710049563637,17.078176280843355,12.636809706307414,13,58,18,58,49,36,69,4,4,0,7,12,9,9,79,34,70,37,51,61,28,9,54,18,51,37,27,60,8,8,12,5,0,3,3,2,2,0,2,2,1,3,85,83,86,80,81,80,78,3,5,2,8,7,8,10,10,10,12,10,10,11,9,28.79530996678048,24.190568944823887,22.29362930334933,18.732329414080052,26.841711061884787,46.584435263935795,22.36441378703549,4.504811842113427,14.594474031872272,5.127975606097043,12.270017739234843,13.152438420323547,16.79744667029861,15.39855034707936,1.2998811669531278,6.108196538989432,1.4085879910271615,6.393171143019572,22806.667211377004,14205.233716639981,16669.710222415044,0.09,0.51,0.16,0.49,0.4,0.27,0.57,2029
44,0.2,0.7894736842105263,0.8461538461538461,0.8125,0.835820895522388,0.8620689655172413,0.9047619047619048,0.875,10.31311787177144,16.598016805927756,19.44150713336864,13.747005030550733,13.710185129491107,16.876557702125826,12.52947379671225,19,65,32,67,58,42,80,4,5,4,4,5,4,9,73,28,60,25,35,50,17,15,60,28,63,53,38,71,8,7,8,8,7,8,3,1,1,1,1,1,1,2,84,80,82,78,81,84,79,4,8,6,10,7,4,9,11,11,11,11,11,11,10,16.562313352906248,33.797841620643986,55.51443748979679,23.538465250051647,21.334704942244084,30.117879452648367,17.229656805680754,4.018730632277396,22.52571189455749,18.751612752515474,16.02656618817004,12.408615275894695,13.266472941936923,13.774956499178245,0.262068587820977,0.9061223790049553,0.604462323943153,1.6634164219722152,6645.46604958293,2833.586750154849,6456.27865979285,0.15,0.55,0.26,0.57,0.5,0.38,0.7,2030
45,0.2,0.75,0.8333333333333334,0.9436619718309859,0.8589743589743589,0.8518518518518519,0.84375,0.8875,10.409590782448992,15.64601442258292,22.633935895748127,14.108520088034503,13.693901273213031,17.233267597709286,12.367729398567203,24,42,71,78,54,32,80,0,5,0,4,0,4,12,64,51,17,14,34,60,20,24,37,71,74,54,28,68,12,7,12,8,12,8,0,0,0,0,2,0,1,1,82,81,83,78,80,84,79,6,7,5,10,8,4,9,12,12,12,10,12,11,11,24.512430265889577,34.01765162254592,37.87456546290825,21.19776701420394,29.885783016703613,42.87215368111258,16.533219467064324,6.847813694842942,14.742151253537555,27.806170443709377,17.399555136481617,17.00769668506675,14.305259101894379,13.22657557365146,1.6400197779294103,3.2533777891658247,11.735786917852238,13.76271636900492,26197.089889956173,11239.765785617055,34903.865344238,0.18,0.35,0.66,0.67,0.46,0.27,0.71,2031
46,0.2,0.8666666666666667,0.9090909090909091,0.9655172413793104,0.9295774647887324,0.8923076923076924,0.8928571428571429,0.8028169014084507,10.334865585120252,15.6017053047926,18.8701208323589,13.898971077063734,14.10698538693739,17.094565343808835,12.2191660220378,15,44,29,71,65,28,71,5,0,9,0,5,5,12,78,44,68,17,28,65,29,10,44,20,71,60,23,59,7,12,3,12,7,7,0,2,0,0,0,2,2,3,86,82,87,83,81,86,75,2,6,1,5,7,2,13,10,12,12,12,10,10,9,17.523524356055756,25.506576445040004,17.47177374216817,15.324641331095,23.800235797151206,20.463935359253874,19.980957314141342,2.89752067342084,12.475356524002406,5.037130764716159,11.8582498177428,16.087236655989564,6.07110443343319,14.186479693040354,0.3741652818862349,3.750832019839436,2.0038087591528893,11.641655376879498,35749.95744333486,8690.796854797052,27933.751024882076,0.13,0.38,0.28,0.66,0.57,0.25,0.57,2032
47,0.2,0.7777777777777778,0.9130434782608695,0.8095238095238095,0.9310344827586207,0.851063829787234,0.9117647058823529,0.8571428571428571,10.155743722969035,15.618595780776925,20.248208170534877,13.582898614470949,14.863193385566252,17.413474269664693,12.273960876890298,9,46,42,58,47,34,63,9,4,9,4,9,9,9,88,46,55,34,50,63,34,0,42,33,54,38,25,54,3,8,3,8,3,3,3,3,0,2,1,1,1,3,88,85,84,83,82,85,82,0,3,4,5,6,3,6,9,12,10,11,11,11,9,10.299642506773445,21.680482386154132,49.25518085189272,15.417718917562603,23.315515904806997,20.880987266216156,21.221881688400035,0.9515132566232464,10.31849607491808,20.808142471326516,9.888972410711425,11.050911416102775,7.116042499469472,13.477226536449798,0.5076112269889563,3.9717513581272215,6.504791987128556,8.243249121122062,23518.49812438106,16309.627640126972,26004.020441129105,0.07,0.42,0.34,0.53,0.4,0.31,0.54,2033
48,0.2,1.0,0.9591836734693877,0.8666666666666667,0.9583333333333334,0.9354838709677419,0.9,0.9047619047619048,10.186426251500327,15.599102873637156,18.52174991235122,13.389673840944932,14.641412160247517,17.423594713588834,12.093125894026793,5,49,15,48,31,20,84,5,8,5,0,5,5,9,88,47,78,40,62,73,13,0,41,10,48,26,15,75,7,4,7,12,7,7,3,1,0,1,0,1,0,3,88,85,88,86,87,85,82,0,3,0,2,1,3,6,11,12,11,12,11,12,9,3.9148179388962223,13.791859379320572,29.867883492344873,12.3798388977753,18.222312494146017,18.382290767403518,12.996394319460796,0.38432703127690276,6.975664843075811,4.458518374244683,6.712711699120302,5.913712437525012,3.9554791985254116,10.971466108213127,0.28939415398053825,3.7882966208271682,0.9393881349824369,6.449588019168004,7584.907887649024,4252.876996543026,52280.4841789701,0.05,0.46,0.14,0.46,0.29,0.17,0.75,2034
